01001011010000011000110110001100|11111100011001110010000010101101000101110001001010000010110010100101111001010000110100011011011011011110101100011001110011000000100010011100111011011001011010011101101100010001
01110100111111100011010111001011|11111100100010111010111111001110111001011110110001000011010000101001010110110011101011110110011100000110001110100101010010110101101101101010010111100001101101111000001100110101
01001000100101010111000111100101|11111100011010111111100101000001000110001101010001010011101111100101110001010000001000011011101111011000100010110110110111001000000001101000001001100001111010011011110100101101
00110111100010010100100010111001|11111100010110111000000000000010110110010111001010011010001011011001011100101111111110111011010101000011000011001010010011000011100010011011100101011001000101110111001100101110
01101011001110001101011100011001|11111100100010111011100110101110110110011100101101000011010000100110000101010000001010001011111111000011000001111001110011010000100010011100110111011110111001101101001100001101
11010101111101101110011100110110|11111100101101110010111101111101001010000000110001000100110000101010000000110000101101100110010010101101110111011010010100111011000001011001101011100101111101101000101100010001
11100100011010011100011110100001|11111100100001111000000000100010000110000001001001000100010000100110010110110011101011111011011101000101000000000110110100111000100001011110100111100001111101101111010000001110
00000000000111101101100110110110|11111100011010010000111101111010101010001100101110010011101111010101110000110000001001011000000010011000000001110110110100111000000001011101101001100001011110110101110100001110
00010110100010100000100110100010|11111100010110110000010000000010111001010100101110011010101111011001010010110011011011110110100110000000000010110110110111001000100010011010000101101001011101111111101100110101
11110001000001101010000111011111|11111100011010111111010101111001001001000000110001000100001000101001000100110000101111010110100110011011110101101001101110110101110101100101111011100010111101111000010000001110
10001001001100110001100001111011|11111100100010011110111100000001111001010111001010011101101111010101110001001000111001001000000110000011100001111010001111010000100001101101100101100101000001111111101100110101
10110110110101011101011011001011|11111100010101111110111101111001110110010111001001111101010000011010000100101110110000111001000110101110101110100101010001000101101110100011110100011010101101101111001100010010
00000000100110001001011011101010|11111100010101110000111110101010100101111100101101110011110010010110011000101111000110010111001000101011010110100110101110110101010101101000001011011001111110100101110100001110
10110101101001101011100110101001|11111100100001111110000001111001111001010110110010011101001011011001011110110011111111111010000111000011100010111010001100110000100001011010000101011001000101111011001100010010
00110010001100000000011001111110|11111100101101110000111100000001100101110100101101111010010000011010000100101110010000000111010010101011110101100110101101010101110110101100100100011110111101100111010000101110
10100110010111101000101011100101|11111100011010111011100101111110111001010000101110010100001011010110011100101111001110110110110111011101010100010110110100111000100010101111100100011001000110101111001100001101
01000001111110111100000010001000|11111100100001110000100000100010101010000111001001011010101111100101110000101110111000010110101001000110001110101001101101010101110101010000011001100010101101111111110100010001
01101000000010100010101011000011|11111100010110111000010000000010001001000000110010000010001000100110000101001000110111010110110100000000000000000101001110111000101101100101111000100010011010000000010000110110
00010100011100010011010100011101|11111100101101111111100100000001000101111101010001110011110000011001000000110000000111101011100011101110101101100101010001010101101101011101111001100110111110111011101100101101
00001100001101010100011101100010|11111100100010110010111111001101110110010111001001111010110000010110000001010000110110100111011110000000100000000110110111011000000001101100101000100110101001101101101100110101
11011001100110000000101000101000|11111100010110110000100000000010100101110000101110000100101110101010000001001000000001001011100011000011000010111010001100110000100001011001100111011101000001101111110100110101
11010110010111001110101110000111|11111100011010111010111101111110000110000000110010000100101110101010000010110010100001110111010110011101010100010101001110111000101110010110110111011010011101101000110100010001
00000101011010000110011000100001|11111100100001111000000000000010110110010110110001111010110010010110011000101111110110101011010101000101000000001010001100111000000001011100101011011101101101100011101100101110
00000111010111001100000000110010|11111100010101110000111101111010110110010100101101111010101110010101110000101110010000100111000100101101010101101010010111001101000010011100101011101110111101110111101100001110
00110001100000100111110100111000|11111100010110110000000000000001101010001110110010000011010000011001000100110000101011001010010011000011100011001010010000110011100001011001100111011110000101110000010000101110
11110100011111010110100011110110|11111100101101110000111101000010000110000001010010000100001010101001011100101111000110110111001100101101010101100110101110111101110101101111100111011001000101111011010000101101
11111001110111110011010011101101|11111100011001111000100001000010001001000001010001000101010000101001000101001000011011011010111101011110001110101010010011000101000001100001101011011010101010011011010000110110
10010100011111001100100010110110|11111100101101110000111101111010110110010000101110010100101111011001010000101111001010110111000100101101010101100110101101011101110101011111100101100001000110111111101100001110
00111001001101100101111001011001|11111100100010111111100101000001101010001100101110000011010000011010000101001000001001001010101011000011100001111001110011010000100001101101110111011101011001101111010000101101
11011100110111010100111101101000|11111100010110110000100001000010000110000001001010000100110000101010000001010000100100100111101101000110001110100110101110110101010101101000001000100101011001101111110100110101
01001010110010100001011110000110|11111100011001110000010000000010111001011100101101000011110000100110000001010000001110010110100100011101010110100101010110111101101110010000011011101010111001101111101100110101
10000111001101010110110000000110|11111100101101110000111101000001000110000001010010010100110011010101111000101110001100101001011110101000100000001001110111011000100010011100111001011110000110111011110100101110
00000111011101010010000010010100|11111100101101110011100111001101000101110101010001111010101110010101110000101110010000110111111011101101110101101001101110111101110110010111110111101010111101111000101100101101
11001001011011001011000100010001|11111100100001111010000001111110100101110110110001011101101111100101110001010000111000001011010011000101000001111001110100111000100001011100110101100101101001111011110100010001
11101100000110100111100100011111|11111100011010111000111100000010001010000000110010000101001010100101111101010000110100100110010000011011010101100101010001000101101101011100111011011101011010011000001100101110
01011000010001111101110011100000|11111100010110110010000001111101101010001111001010000011110000101001000001001000100111011010010011000101100000000110110111001000000001100101101001100010000001111101110100010001
11101001001010001101111110010010|11111100100001110000010010101010110110010000101110000101010000100110000101010000010010010111101110000000000001111001110100111000100001010100111000011010000010001101001100010010
00001001100101100000110001110000|11111100010101110011100111001101111001010100101110011010110011010101111001001000011101001010111111101000100011001010010111001011100001101001100101011101011001111101101100101101
00000111100111001110101101100100|11111100011001110000100001111010110110010110110010011010101111010110000000110000111011101011100111011000000010111010001100111000000010101001101000011110000101100011101100010010
11100110000111111111101100110010|11111100010101110000111101111010001010000001010010000101001000100110000100110000010111101000000010101000000001110110110111001000000010011101101000101110000110101000001100001110
11010111110101011011000000000001|11111100010101111111100101111001000101110101010001011101101111101001010000101111011010100111100011101101110110101001101110111101110110011000011001101101111101111011101100001110
10001100011010111110011100000100|11111100101110110000000000100010001010000001010001110100110000010110000001010000000110101010001001000101000000000101001101011000101101011100111000100110101010001011101100001101
00100100111001001101010000010110|11111100101101110011010101111101110110011100101101110011010000010101110100101110000000100111110110101101110111010101010101011011101101011000011001100110111110111111001100001101
11100100110001011000011110111111|11111100011010111111010101111001000101110001001001000100010000100110010110110011101011111001100010011110101111010110101101000011110101011010000111100001111101101111001100001110
